#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
GeoFor_1.0	C12854393	NW_005076488.1	JH762078.1	GPS_002032056.1
GeoFor_1.0	C12854403	NW_005076500.1	JH762090.1	GPS_002032068.1
GeoFor_1.0	C12854509	NW_005076519.1	JH762109.1	GPS_002032087.1
GeoFor_1.0	C12854553	NW_005076480.1	JH762070.1	GPS_002032048.1
GeoFor_1.0	C12854569	NW_005076478.1	JH762068.1	GPS_002032046.1
GeoFor_1.0	C12854605	NW_005076521.1	JH762111.1	GPS_002032089.1
GeoFor_1.0	C12854651	NW_005076514.1	JH762104.1	GPS_002032082.1
GeoFor_1.0	C12854691	NW_005076485.1	JH762075.1	GPS_002032053.1
GeoFor_1.0	C12854723	NW_005076510.1	JH762100.1	GPS_002032078.1
GeoFor_1.0	C12854763	NW_005076491.1	JH762081.1	GPS_002032059.1
GeoFor_1.0	C12854795	NW_005076512.1	JH762102.1	GPS_002032080.1
GeoFor_1.0	C12854833	NW_005076509.1	JH762099.1	GPS_002032077.1
GeoFor_1.0	C12854901	NW_005076517.1	JH762107.1	GPS_002032085.1
GeoFor_1.0	C12854925	NW_005076475.1	JH762065.1	GPS_002032043.1
GeoFor_1.0	C12854985	NW_005076495.1	JH762085.1	GPS_002032063.1
GeoFor_1.0	C12855049	NW_005076487.1	JH762077.1	GPS_002032055.1
GeoFor_1.0	C12855135	NW_005076520.1	JH762110.1	GPS_002032088.1
GeoFor_1.0	C12855143	NW_005076504.1	JH762094.1	GPS_002032072.1
GeoFor_1.0	C12855159	NW_005076506.1	JH762096.1	GPS_002032074.1
GeoFor_1.0	C12855181	NW_005076428.1	JH762018.1	GPS_002031996.1
GeoFor_1.0	C12855239	NW_005076460.1	JH762050.1	GPS_002032028.1
GeoFor_1.0	C12855305	NW_005076471.1	JH762061.1	GPS_002032039.1
GeoFor_1.0	C12855365	NW_005076452.1	JH762042.1	GPS_002032020.1
GeoFor_1.0	C12855377	NW_005076448.1	JH762038.1	GPS_002032016.1
GeoFor_1.0	C12855383	NW_005076464.1	JH762054.1	GPS_002032032.1
GeoFor_1.0	C12855437	NW_005076440.1	JH762030.1	GPS_002032008.1
GeoFor_1.0	C12855463	NW_005076458.1	JH762048.1	GPS_002032026.1
GeoFor_1.0	C12855543	NW_005076450.1	JH762040.1	GPS_002032018.1
GeoFor_1.0	C12855549	NW_005076457.1	JH762047.1	GPS_002032025.1
GeoFor_1.0	C12855575	NW_005076432.1	JH762022.1	GPS_002032000.1
GeoFor_1.0	C12855585	NW_005076430.1	JH762020.1	GPS_002031998.1
GeoFor_1.0	C12855615	NW_005076461.1	JH762051.1	GPS_002032029.1
GeoFor_1.0	C12855673	NW_005076470.1	JH762060.1	GPS_002032038.1
GeoFor_1.0	C12855705	NW_005076465.1	JH762055.1	GPS_002032033.1
GeoFor_1.0	C12855799	NW_005076459.1	JH762049.1	GPS_002032027.1
GeoFor_1.0	C12855837	NW_005076438.1	JH762028.1	GPS_002032006.1
GeoFor_1.0	C12855887	NW_005076429.1	JH762019.1	GPS_002031997.1
GeoFor_1.0	C12855929	NW_005076462.1	JH762052.1	GPS_002032030.1
GeoFor_1.0	C12855969	NW_005076454.1	JH762044.1	GPS_002032022.1
GeoFor_1.0	C12856067	NW_005076466.1	JH762056.1	GPS_002032034.1
GeoFor_1.0	C12856075	NW_005076443.1	JH762033.1	GPS_002032011.1
GeoFor_1.0	C12856095	NW_005076447.1	JH762037.1	GPS_002032015.1
GeoFor_1.0	C12856141	NW_005076469.1	JH762059.1	GPS_002032037.1
GeoFor_1.0	C12856177	NW_005076445.1	JH762035.1	GPS_002032013.1
GeoFor_1.0	C12856185	NW_005076453.1	JH762043.1	GPS_002032021.1
GeoFor_1.0	C12856213	NW_005076455.1	JH762045.1	GPS_002032023.1
GeoFor_1.0	C12856215	NW_005076427.1	JH762017.1	GPS_002031995.1
GeoFor_1.0	C12856223	NW_005076467.1	JH762057.1	GPS_002032035.1
GeoFor_1.0	C12856225	NW_005076444.1	JH762034.1	GPS_002032012.1
GeoFor_1.0	C12856269	NW_005076472.1	JH762062.1	GPS_002032040.1
GeoFor_1.0	C12856295	NW_005076442.1	JH762032.1	GPS_002032010.1
GeoFor_1.0	C12856339	NW_005076434.1	JH762024.1	GPS_002032002.1
GeoFor_1.0	C12856353	NW_005076474.1	JH762064.1	GPS_002032042.1
GeoFor_1.0	C12856355	NW_005076441.1	JH762031.1	GPS_002032009.1
GeoFor_1.0	C12856361	NW_005076436.1	JH762026.1	GPS_002032004.1
GeoFor_1.0	C12856391	NW_005076426.1	JH762016.1	GPS_002031994.1
GeoFor_1.0	C12856519	NW_005076433.1	JH762023.1	GPS_002032001.1
GeoFor_1.0	C12856559	NW_005076451.1	JH762041.1	GPS_002032019.1
GeoFor_1.0	C12856581	NW_005076473.1	JH762063.1	GPS_002032041.1
GeoFor_1.0	C12856583	NW_005076449.1	JH762039.1	GPS_002032017.1
GeoFor_1.0	C12856591	NW_005076431.1	JH762021.1	GPS_002031999.1
GeoFor_1.0	C12856619	NW_005076456.1	JH762046.1	GPS_002032024.1
GeoFor_1.0	C12856655	NW_005076401.1	JH761991.1	GPS_002031969.1
GeoFor_1.0	C12856679	NW_005076407.1	JH761997.1	GPS_002031975.1
GeoFor_1.0	C12856683	NW_005076374.1	JH761964.1	GPS_002031942.1
GeoFor_1.0	C12856743	NW_005076416.1	JH762006.1	GPS_002031984.1
GeoFor_1.0	C12856753	NW_005076378.1	JH761968.1	GPS_002031946.1
GeoFor_1.0	C12856761	NW_005076409.1	JH761999.1	GPS_002031977.1
GeoFor_1.0	C12856767	NW_005076393.1	JH761983.1	GPS_002031961.1
GeoFor_1.0	C12856773	NW_005076382.1	JH761972.1	GPS_002031950.1
GeoFor_1.0	C12856797	NW_005076379.1	JH761969.1	GPS_002031947.1
GeoFor_1.0	C12856799	NW_005076422.1	JH762012.1	GPS_002031990.1
GeoFor_1.0	C12856825	NW_005076373.1	JH761963.1	GPS_002031941.1
GeoFor_1.0	C12856849	NW_005076385.1	JH761975.1	GPS_002031953.1
GeoFor_1.0	C12856865	NW_005076420.1	JH762010.1	GPS_002031988.1
GeoFor_1.0	C12856873	NW_005076411.1	JH762001.1	GPS_002031979.1
GeoFor_1.0	C12856885	NW_005076380.1	JH761970.1	GPS_002031948.1
GeoFor_1.0	C12856917	NW_005076388.1	JH761978.1	GPS_002031956.1
GeoFor_1.0	C12857093	NW_005076419.1	JH762009.1	GPS_002031987.1
GeoFor_1.0	C12857101	NW_005076408.1	JH761998.1	GPS_002031976.1
GeoFor_1.0	C12857155	NW_005076372.1	JH761962.1	GPS_002031940.1
GeoFor_1.0	C12857163	NW_005076414.1	JH762004.1	GPS_002031982.1
GeoFor_1.0	C12857165	NW_005076386.1	JH761976.1	GPS_002031954.1
GeoFor_1.0	C12857271	NW_005076425.1	JH762015.1	GPS_002031993.1
GeoFor_1.0	C12857277	NW_005076376.1	JH761966.1	GPS_002031944.1
GeoFor_1.0	C12857315	NW_005076370.1	JH761960.1	GPS_002031938.1
GeoFor_1.0	C12857339	NW_005076392.1	JH761982.1	GPS_002031960.1
GeoFor_1.0	C12857359	NW_005076367.1	JH761957.1	GPS_002031935.1
GeoFor_1.0	C12857371	NW_005076383.1	JH761973.1	GPS_002031951.1
GeoFor_1.0	C12857401	NW_005076398.1	JH761988.1	GPS_002031966.1
GeoFor_1.0	C12857419	NW_005076406.1	JH761996.1	GPS_002031974.1
GeoFor_1.0	C12857427	NW_005076405.1	JH761995.1	GPS_002031973.1
GeoFor_1.0	C12857433	NW_005076421.1	JH762011.1	GPS_002031989.1
GeoFor_1.0	C12857445	NW_005076391.1	JH761981.1	GPS_002031959.1
GeoFor_1.0	C12857461	NW_005076395.1	JH761985.1	GPS_002031963.1
GeoFor_1.0	C12857491	NW_005076369.1	JH761959.1	GPS_002031937.1
GeoFor_1.0	C12857505	NW_005076410.1	JH762000.1	GPS_002031978.1
GeoFor_1.0	C12857529	NW_005076366.1	JH761956.1	GPS_002031934.1
GeoFor_1.0	C12857533	NW_005076400.1	JH761990.1	GPS_002031968.1
GeoFor_1.0	C12857609	NW_005076415.1	JH762005.1	GPS_002031983.1
GeoFor_1.0	C12857621	NW_005076387.1	JH761977.1	GPS_002031955.1
GeoFor_1.0	C12857655	NW_005076394.1	JH761984.1	GPS_002031962.1
GeoFor_1.0	C12857709	NW_005076403.1	JH761993.1	GPS_002031971.1
GeoFor_1.0	C12857739	NW_005076413.1	JH762003.1	GPS_002031981.1
GeoFor_1.0	C12857763	NW_005076390.1	JH761980.1	GPS_002031958.1
GeoFor_1.0	C12857805	NW_005076389.1	JH761979.1	GPS_002031957.1
GeoFor_1.0	C12857817	NW_005076412.1	JH762002.1	GPS_002031980.1
GeoFor_1.0	C12857871	NW_005076404.1	JH761994.1	GPS_002031972.1
GeoFor_1.0	C12857917	NW_005076381.1	JH761971.1	GPS_002031949.1
GeoFor_1.0	C12858029	NW_005076399.1	JH761989.1	GPS_002031967.1
GeoFor_1.0	C12858051	NW_005076377.1	JH761967.1	GPS_002031945.1
GeoFor_1.0	C12858085	NW_005076396.1	JH761986.1	GPS_002031964.1
GeoFor_1.0	C12858091	NW_005076423.1	JH762013.1	GPS_002031991.1
GeoFor_1.0	C12858099	NW_005076397.1	JH761987.1	GPS_002031965.1
GeoFor_1.0	C12858139	NW_005076424.1	JH762014.1	GPS_002031992.1
GeoFor_1.0	C12858145	NW_005076418.1	JH762008.1	GPS_002031986.1
GeoFor_1.0	C12858163	NW_005076384.1	JH761974.1	GPS_002031952.1
GeoFor_1.0	C12858231	NW_005076327.1	JH761917.1	GPS_002031895.1
GeoFor_1.0	C12858237	NW_005076356.1	JH761946.1	GPS_002031924.1
GeoFor_1.0	C12858287	NW_005076363.1	JH761953.1	GPS_002031931.1
GeoFor_1.0	C12858359	NW_005076330.1	JH761920.1	GPS_002031898.1
GeoFor_1.0	C12858371	NW_005076335.1	JH761925.1	GPS_002031903.1
GeoFor_1.0	C12858407	NW_005076319.1	JH761909.1	GPS_002031887.1
GeoFor_1.0	C12858511	NW_005076365.1	JH761955.1	GPS_002031933.1
GeoFor_1.0	C12858551	NW_005076349.1	JH761939.1	GPS_002031917.1
GeoFor_1.0	C12858573	NW_005076351.1	JH761941.1	GPS_002031919.1
GeoFor_1.0	C12858579	NW_005076331.1	JH761921.1	GPS_002031899.1
GeoFor_1.0	C12858621	NW_005076348.1	JH761938.1	GPS_002031916.1
GeoFor_1.0	C12858639	NW_005076325.1	JH761915.1	GPS_002031893.1
GeoFor_1.0	C12858661	NW_005076321.1	JH761911.1	GPS_002031889.1
GeoFor_1.0	C12858707	NW_005076358.1	JH761948.1	GPS_002031926.1
GeoFor_1.0	C12858789	NW_005076326.1	JH761916.1	GPS_002031894.1
GeoFor_1.0	C12858817	NW_005076355.1	JH761945.1	GPS_002031923.1
GeoFor_1.0	C12858857	NW_005076340.1	JH761930.1	GPS_002031908.1
GeoFor_1.0	C12858867	NW_005076338.1	JH761928.1	GPS_002031906.1
GeoFor_1.0	C12858891	NW_005076339.1	JH761929.1	GPS_002031907.1
GeoFor_1.0	C12858911	NW_005076334.1	JH761924.1	GPS_002031902.1
GeoFor_1.0	C12858925	NW_005076344.1	JH761934.1	GPS_002031912.1
GeoFor_1.0	C12858947	NW_005076360.1	JH761950.1	GPS_002031928.1
GeoFor_1.0	C12859091	NW_005076341.1	JH761931.1	GPS_002031909.1
GeoFor_1.0	C12859107	NW_005076343.1	JH761933.1	GPS_002031911.1
GeoFor_1.0	C12859109	NW_005076352.1	JH761942.1	GPS_002031920.1
GeoFor_1.0	C12859145	NW_005076353.1	JH761943.1	GPS_002031921.1
GeoFor_1.0	C12859181	NW_005076345.1	JH761935.1	GPS_002031913.1
GeoFor_1.0	C12859197	NW_005076322.1	JH761912.1	GPS_002031890.1
GeoFor_1.0	C12859199	NW_005076347.1	JH761937.1	GPS_002031915.1
GeoFor_1.0	C12859305	NW_005076346.1	JH761936.1	GPS_002031914.1
GeoFor_1.0	C12859345	NW_005076333.1	JH761923.1	GPS_002031901.1
GeoFor_1.0	C12859349	NW_005076361.1	JH761951.1	GPS_002031929.1
GeoFor_1.0	C12859367	NW_005076359.1	JH761949.1	GPS_002031927.1
GeoFor_1.0	C12859379	NW_005076329.1	JH761919.1	GPS_002031897.1
GeoFor_1.0	C12859407	NW_005076323.1	JH761913.1	GPS_002031891.1
GeoFor_1.0	C12859411	NW_005076362.1	JH761952.1	GPS_002031930.1
GeoFor_1.0	C12859457	NW_005076357.1	JH761947.1	GPS_002031925.1
GeoFor_1.0	C12859533	NW_005076336.1	JH761926.1	GPS_002031904.1
GeoFor_1.0	C12859541	NW_005076342.1	JH761932.1	GPS_002031910.1
GeoFor_1.0	C12859569	NW_005076364.1	JH761954.1	GPS_002031932.1
GeoFor_1.0	C12859625	NW_005076268.1	JH761858.1	GPS_002031836.1
GeoFor_1.0	C12859645	NW_005076318.1	JH761908.1	GPS_002031886.1
GeoFor_1.0	C12859689	NW_005076288.1	JH761878.1	GPS_002031856.1
GeoFor_1.0	C12859703	NW_005076289.1	JH761879.1	GPS_002031857.1
GeoFor_1.0	C12859707	NW_005076297.1	JH761887.1	GPS_002031865.1
GeoFor_1.0	C12859723	NW_005076273.1	JH761863.1	GPS_002031841.1
GeoFor_1.0	C12859731	NW_005076317.1	JH761907.1	GPS_002031885.1
GeoFor_1.0	C12859733	NW_005076294.1	JH761884.1	GPS_002031862.1
GeoFor_1.0	C12859735	NW_005076259.1	JH761849.1	GPS_002031827.1
GeoFor_1.0	C12859771	NW_005076265.1	JH761855.1	GPS_002031833.1
GeoFor_1.0	C12859817	NW_005076276.1	JH761866.1	GPS_002031844.1
GeoFor_1.0	C12859855	NW_005076282.1	JH761872.1	GPS_002031850.1
GeoFor_1.0	C12859891	NW_005076315.1	JH761905.1	GPS_002031883.1
GeoFor_1.0	C12859919	NW_005076261.1	JH761851.1	GPS_002031829.1
GeoFor_1.0	C12859941	NW_005076283.1	JH761873.1	GPS_002031851.1
GeoFor_1.0	C12859949	NW_005076298.1	JH761888.1	GPS_002031866.1
GeoFor_1.0	C12860021	NW_005076264.1	JH761854.1	GPS_002031832.1
GeoFor_1.0	C12860043	NW_005076307.1	JH761897.1	GPS_002031875.1
GeoFor_1.0	C12860059	NW_005076263.1	JH761853.1	GPS_002031831.1
GeoFor_1.0	C12860123	NW_005076313.1	JH761903.1	GPS_002031881.1
GeoFor_1.0	C12860167	NW_005076290.1	JH761880.1	GPS_002031858.1
GeoFor_1.0	C12860177	NW_005076260.1	JH761850.1	GPS_002031828.1
GeoFor_1.0	C12860207	NW_005076269.1	JH761859.1	GPS_002031837.1
GeoFor_1.0	C12860231	NW_005076275.1	JH761865.1	GPS_002031843.1
GeoFor_1.0	C12860245	NW_005076295.1	JH761885.1	GPS_002031863.1
GeoFor_1.0	C12860249	NW_005076281.1	JH761871.1	GPS_002031849.1
GeoFor_1.0	C12860263	NW_005076279.1	JH761869.1	GPS_002031847.1
GeoFor_1.0	C12860285	NW_005076270.1	JH761860.1	GPS_002031838.1
GeoFor_1.0	C12860319	NW_005076311.1	JH761901.1	GPS_002031879.1
GeoFor_1.0	C12860353	NW_005076292.1	JH761882.1	GPS_002031860.1
GeoFor_1.0	C12860377	NW_005076271.1	JH761861.1	GPS_002031839.1
GeoFor_1.0	C12860383	NW_005076293.1	JH761883.1	GPS_002031861.1
GeoFor_1.0	C12860391	NW_005076274.1	JH761864.1	GPS_002031842.1
GeoFor_1.0	C12860419	NW_005076284.1	JH761874.1	GPS_002031852.1
GeoFor_1.0	C12860423	NW_005076291.1	JH761881.1	GPS_002031859.1
GeoFor_1.0	C12860429	NW_005076266.1	JH761856.1	GPS_002031834.1
GeoFor_1.0	C12860441	NW_005076277.1	JH761867.1	GPS_002031845.1
GeoFor_1.0	C12860497	NW_005076308.1	JH761898.1	GPS_002031876.1
GeoFor_1.0	C12860563	NW_005076316.1	JH761906.1	GPS_002031884.1
GeoFor_1.0	C12860575	NW_005076278.1	JH761868.1	GPS_002031846.1
GeoFor_1.0	C12860669	NW_005076272.1	JH761862.1	GPS_002031840.1
GeoFor_1.0	C12860691	NW_005076303.1	JH761893.1	GPS_002031871.1
GeoFor_1.0	C12860775	NW_005076296.1	JH761886.1	GPS_002031864.1
GeoFor_1.0	C12860809	NW_005076302.1	JH761892.1	GPS_002031870.1
GeoFor_1.0	C12860833	NW_005076299.1	JH761889.1	GPS_002031867.1
GeoFor_1.0	C12860841	NW_005076285.1	JH761875.1	GPS_002031853.1
GeoFor_1.0	C12860843	NW_005076314.1	JH761904.1	GPS_002031882.1
GeoFor_1.0	C12860915	NW_005076267.1	JH761857.1	GPS_002031835.1
GeoFor_1.0	C12860953	NW_005076280.1	JH761870.1	GPS_002031848.1
GeoFor_1.0	C12861007	NW_005076305.1	JH761895.1	GPS_002031873.1
GeoFor_1.0	C12861075	NW_005076262.1	JH761852.1	GPS_002031830.1
GeoFor_1.0	C12861077	NW_005076301.1	JH761891.1	GPS_002031869.1
GeoFor_1.0	C12861083	NW_005076286.1	JH761876.1	GPS_002031854.1
GeoFor_1.0	C12861149	NW_005076244.1	JH761834.1	GPS_002031812.1
GeoFor_1.0	C12861161	NW_005076242.1	JH761832.1	GPS_002031810.1
GeoFor_1.0	C12861203	NW_005076255.1	JH761845.1	GPS_002031823.1
GeoFor_1.0	C12861231	NW_005076249.1	JH761839.1	GPS_002031817.1
GeoFor_1.0	C12861265	NW_005076226.1	JH761816.1	GPS_002031794.1
GeoFor_1.0	C12861359	NW_005076222.1	JH761812.1	GPS_002031790.1
GeoFor_1.0	C12861459	NW_005076224.1	JH761814.1	GPS_002031792.1
GeoFor_1.0	C12861473	NW_005076251.1	JH761841.1	GPS_002031819.1
GeoFor_1.0	C12861581	NW_005076233.1	JH761823.1	GPS_002031801.1
GeoFor_1.0	C12861665	NW_005076235.1	JH761825.1	GPS_002031803.1
GeoFor_1.0	C12861699	NW_005076237.1	JH761827.1	GPS_002031805.1
GeoFor_1.0	C12861749	NW_005076221.1	JH761811.1	GPS_002031789.1
GeoFor_1.0	C12861781	NW_005076240.1	JH761830.1	GPS_002031808.1
GeoFor_1.0	C12861793	NW_005076232.1	JH761822.1	GPS_002031800.1
GeoFor_1.0	C12861801	NW_005076253.1	JH761843.1	GPS_002031821.1
GeoFor_1.0	C12861815	NW_005076245.1	JH761835.1	GPS_002031813.1
GeoFor_1.0	C12861851	NW_005076252.1	JH761842.1	GPS_002031820.1
GeoFor_1.0	C12861853	NW_005076241.1	JH761831.1	GPS_002031809.1
GeoFor_1.0	C12861943	NW_005076230.1	JH761820.1	GPS_002031798.1
GeoFor_1.0	C12861995	NW_005076243.1	JH761833.1	GPS_002031811.1
GeoFor_1.0	C12861997	NW_005076225.1	JH761815.1	GPS_002031793.1
GeoFor_1.0	C12862055	NW_005076250.1	JH761840.1	GPS_002031818.1
GeoFor_1.0	C12862077	NW_005076248.1	JH761838.1	GPS_002031816.1
GeoFor_1.0	C12862091	NW_005076228.1	JH761818.1	GPS_002031796.1
GeoFor_1.0	C12862115	NW_005076247.1	JH761837.1	GPS_002031815.1
GeoFor_1.0	C12862143	NW_005076229.1	JH761819.1	GPS_002031797.1
GeoFor_1.0	C12862215	NW_005076246.1	JH761836.1	GPS_002031814.1
GeoFor_1.0	C12862235	NW_005076234.1	JH761824.1	GPS_002031802.1
GeoFor_1.0	C12862341	NW_005076220.1	JH761810.1	GPS_002031788.1
GeoFor_1.0	C12862359	NW_005076239.1	JH761829.1	GPS_002031807.1
GeoFor_1.0	C12862397	NW_005076231.1	JH761821.1	GPS_002031799.1
GeoFor_1.0	C12862499	NW_005076238.1	JH761828.1	GPS_002031806.1
GeoFor_1.0	C12862601	NW_005076175.1	JH761765.1	GPS_002031743.1
GeoFor_1.0	C12862619	NW_005076211.1	JH761801.1	GPS_002031779.1
GeoFor_1.0	C12862635	NW_005076191.1	JH761781.1	GPS_002031759.1
GeoFor_1.0	C12862719	NW_005076179.1	JH761769.1	GPS_002031747.1
GeoFor_1.0	C12862735	NW_005076192.1	JH761782.1	GPS_002031760.1
GeoFor_1.0	C12862771	NW_005076189.1	JH761779.1	GPS_002031757.1
GeoFor_1.0	C12862801	NW_005076174.1	JH761764.1	GPS_002031742.1
GeoFor_1.0	C12862843	NW_005076195.1	JH761785.1	GPS_002031763.1
GeoFor_1.0	C12862851	NW_005076180.1	JH761770.1	GPS_002031748.1
GeoFor_1.0	C12862879	NW_005076219.1	JH761809.1	GPS_002031787.1
GeoFor_1.0	C12862897	NW_005076176.1	JH761766.1	GPS_002031744.1
GeoFor_1.0	C12862913	NW_005076218.1	JH761808.1	GPS_002031786.1
GeoFor_1.0	C12863001	NW_005076182.1	JH761772.1	GPS_002031750.1
GeoFor_1.0	C12863009	NW_005076194.1	JH761784.1	GPS_002031762.1
GeoFor_1.0	C12863077	NW_005076177.1	JH761767.1	GPS_002031745.1
GeoFor_1.0	C12863083	NW_005076203.1	JH761793.1	GPS_002031771.1
GeoFor_1.0	C12863093	NW_005076184.1	JH761774.1	GPS_002031752.1
GeoFor_1.0	C12863125	NW_005076213.1	JH761803.1	GPS_002031781.1
GeoFor_1.0	C12863137	NW_005076181.1	JH761771.1	GPS_002031749.1
GeoFor_1.0	C12863165	NW_005076190.1	JH761780.1	GPS_002031758.1
GeoFor_1.0	C12863229	NW_005076193.1	JH761783.1	GPS_002031761.1
GeoFor_1.0	C12863335	NW_005076204.1	JH761794.1	GPS_002031772.1
GeoFor_1.0	C12863425	NW_005076209.1	JH761799.1	GPS_002031777.1
GeoFor_1.0	C12863429	NW_005076183.1	JH761773.1	GPS_002031751.1
GeoFor_1.0	C12863453	NW_005076200.1	JH761790.1	GPS_002031768.1
GeoFor_1.0	C12863481	NW_005076198.1	JH761788.1	GPS_002031766.1
GeoFor_1.0	C12863493	NW_005076185.1	JH761775.1	GPS_002031753.1
GeoFor_1.0	C12863505	NW_005076178.1	JH761768.1	GPS_002031746.1
GeoFor_1.0	C12863609	NW_005076208.1	JH761798.1	GPS_002031776.1
GeoFor_1.0	C12863631	NW_005076202.1	JH761792.1	GPS_002031770.1
GeoFor_1.0	C12863651	NW_005076216.1	JH761806.1	GPS_002031784.1
GeoFor_1.0	C12863685	NW_005076201.1	JH761791.1	GPS_002031769.1
GeoFor_1.0	C12863695	NW_005076207.1	JH761797.1	GPS_002031775.1
GeoFor_1.0	C12863787	NW_005076214.1	JH761804.1	GPS_002031782.1
GeoFor_1.0	C12863789	NW_005076172.1	JH761762.1	GPS_002031740.1
GeoFor_1.0	C12863811	NW_005076215.1	JH761805.1	GPS_002031783.1
GeoFor_1.0	C12863853	NW_005076197.1	JH761787.1	GPS_002031765.1
GeoFor_1.0	C12863879	NW_005076173.1	JH761763.1	GPS_002031741.1
GeoFor_1.0	C12863883	NW_005076199.1	JH761789.1	GPS_002031767.1
GeoFor_1.0	C12863893	NW_005076206.1	JH761796.1	GPS_002031774.1
GeoFor_1.0	C12863931	NW_005076186.1	JH761776.1	GPS_002031754.1
GeoFor_1.0	C12864017	NW_005076167.1	JH761757.1	GPS_002031735.1
GeoFor_1.0	C12864081	NW_005076149.1	JH761739.1	GPS_002031717.1
GeoFor_1.0	C12864111	NW_005076155.1	JH761745.1	GPS_002031723.1
GeoFor_1.0	C12864123	NW_005076159.1	JH761749.1	GPS_002031727.1
GeoFor_1.0	C12864133	NW_005076139.1	JH761729.1	GPS_002031707.1
GeoFor_1.0	C12864209	NW_005076127.1	JH761717.1	GPS_002031695.1
GeoFor_1.0	C12864235	NW_005076151.1	JH761741.1	GPS_002031719.1
GeoFor_1.0	C12864293	NW_005076157.1	JH761747.1	GPS_002031725.1
GeoFor_1.0	C12864301	NW_005076140.1	JH761730.1	GPS_002031708.1
GeoFor_1.0	C12864311	NW_005076147.1	JH761737.1	GPS_002031715.1
GeoFor_1.0	C12864355	NW_005076156.1	JH761746.1	GPS_002031724.1
GeoFor_1.0	C12864379	NW_005076135.1	JH761725.1	GPS_002031703.1
GeoFor_1.0	C12864453	NW_005076137.1	JH761727.1	GPS_002031705.1
GeoFor_1.0	C12864459	NW_005076144.1	JH761734.1	GPS_002031712.1
GeoFor_1.0	C12864481	NW_005076130.1	JH761720.1	GPS_002031698.1
GeoFor_1.0	C12864563	NW_005076153.1	JH761743.1	GPS_002031721.1
GeoFor_1.0	C12864577	NW_005076152.1	JH761742.1	GPS_002031720.1
GeoFor_1.0	C12864633	NW_005076168.1	JH761758.1	GPS_002031736.1
GeoFor_1.0	C12864641	NW_005076132.1	JH761722.1	GPS_002031700.1
GeoFor_1.0	C12864653	NW_005076150.1	JH761740.1	GPS_002031718.1
GeoFor_1.0	C12864707	NW_005076143.1	JH761733.1	GPS_002031711.1
GeoFor_1.0	C12864731	NW_005076129.1	JH761719.1	GPS_002031697.1
GeoFor_1.0	C12864757	NW_005076146.1	JH761736.1	GPS_002031714.1
GeoFor_1.0	C12864763	NW_005076160.1	JH761750.1	GPS_002031728.1
GeoFor_1.0	C12864831	NW_005076169.1	JH761759.1	GPS_002031737.1
GeoFor_1.0	C12864835	NW_005076163.1	JH761753.1	GPS_002031731.1
GeoFor_1.0	C12864887	NW_005076165.1	JH761755.1	GPS_002031733.1
GeoFor_1.0	C12865001	NW_005076158.1	JH761748.1	GPS_002031726.1
GeoFor_1.0	C12865003	NW_005076128.1	JH761718.1	GPS_002031696.1
GeoFor_1.0	C12865061	NW_005076161.1	JH761751.1	GPS_002031729.1
GeoFor_1.0	C12865073	NW_005076164.1	JH761754.1	GPS_002031732.1
GeoFor_1.0	C12865135	NW_005076166.1	JH761756.1	GPS_002031734.1
GeoFor_1.0	C12865191	NW_005076133.1	JH761723.1	GPS_002031701.1
GeoFor_1.0	C12865229	NW_005076141.1	JH761731.1	GPS_002031709.1
GeoFor_1.0	C12865241	NW_005076126.1	JH761716.1	GPS_002031694.1
GeoFor_1.0	C12865245	NW_005076131.1	JH761721.1	GPS_002031699.1
GeoFor_1.0	C12865261	NW_005076162.1	JH761752.1	GPS_002031730.1
GeoFor_1.0	C12865275	NW_005076148.1	JH761738.1	GPS_002031716.1
GeoFor_1.0	C12865307	NW_005076145.1	JH761735.1	GPS_002031713.1
GeoFor_1.0	C12865341	NW_005076138.1	JH761728.1	GPS_002031706.1
GeoFor_1.0	C12865375	NW_005076081.1	JH761671.1	GPS_002031649.1
GeoFor_1.0	C12865445	NW_005076097.1	JH761687.1	GPS_002031665.1
GeoFor_1.0	C12865457	NW_005076086.1	JH761676.1	GPS_002031654.1
GeoFor_1.0	C12865463	NW_005076119.1	JH761709.1	GPS_002031687.1
GeoFor_1.0	C12865489	NW_005076084.1	JH761674.1	GPS_002031652.1
GeoFor_1.0	C12865523	NW_005076107.1	JH761697.1	GPS_002031675.1
GeoFor_1.0	C12865533	NW_005076105.1	JH761695.1	GPS_002031673.1
GeoFor_1.0	C12865561	NW_005076121.1	JH761711.1	GPS_002031689.1
GeoFor_1.0	C12865641	NW_005076117.1	JH761707.1	GPS_002031685.1
GeoFor_1.0	C12865685	NW_005076099.1	JH761689.1	GPS_002031667.1
GeoFor_1.0	C12865725	NW_005076077.1	JH761667.1	GPS_002031645.1
GeoFor_1.0	C12865747	NW_005076113.1	JH761703.1	GPS_002031681.1
GeoFor_1.0	C12865789	NW_005076090.1	JH761680.1	GPS_002031658.1
GeoFor_1.0	C12865815	NW_005076098.1	JH761688.1	GPS_002031666.1
GeoFor_1.0	C12865845	NW_005076096.1	JH761686.1	GPS_002031664.1
GeoFor_1.0	C12865885	NW_005076122.1	JH761712.1	GPS_002031690.1
GeoFor_1.0	C12865937	NW_005076089.1	JH761679.1	GPS_002031657.1
